TOT_POP,Bachelor's degree or higher 2014-18,Population Aged 60+,STATE_FIPS,anycondition_number,Total Hospitals (2019)
47334.0,7690.0,11941.0,28.0,18615.0,1.569067111
425423.0,117629.0,76445.0,27.0,122306.0,9.628764472
6562.0,949.0,1864.0,20.0,2740.0,0.313280589
41179.0,3748.0,9667.0,40.0,18332.0,1.305420206
16207.0,1656.0,4382.0,27.0,5295.0,0.366819344
150926.0,22409.0,33148.0,24.0,57494.0,1.248825446
14288.0,2404.0,4326.0,12.0,5820.0,0.145567806
379099.0,84008.0,76042.0,37.0,126338.0,4.089044861
15765.0,1580.0,3784.0,17.0,6406.0,0.231381877
143351.0,15559.0,32782.0,37.0,51363.0,1.546215289
10212.0,990.0,2800.0,29.0,3857.0,0.203358159
5463.0,490.0,1566.0,17.0,2358.0,0.080180095
35989.0,5412.0,9022.0,31.0,13498.0,1.734842956
7462.0,647.0,1817.0,48.0,2985.0,0.135971259
3295.0,414.0,1194.0,38.0,1294.0,0.169068397
5278.0,771.0,1551.0,31.0,1778.0,0.254424994
21579.0,1145.0,5004.0,47.0,9405.0,0.366555589
62607.0,9271.0,15640.0,34.0,22681.0,0.576276868
618.0,107.0,172.0,31.0,238.0,0.029790573
34074.0,4854.0,8060.0,18.0,10591.0,0.672123431
15434.0,1603.0,4784.0,55.0,6003.0,0.353091595
37678.0,4754.0,8706.0,5.0,12752.0,1.100151469
3645.0,478.0,1142.0,19.0,1390.0,0.136277009
8996.0,1617.0,2410.0,31.0,2966.0,0.433650483
9485.0,1170.0,2357.0,40.0,3418.0,0.300685074
205560.0,24770.0,38669.0,18.0,65888.0,4.054754136
9788.0,1154.0,2204.0,28.0,3786.0,0.324460829
1360.0,206.0,505.0,31.0,514.0,0.065558543
8446.0,1115.0,2423.0,31.0,2666.0,0.407137837
13534.0,1866.0,4297.0,48.0,5170.0,0.246614181
21416.0,1793.0,5172.0,17.0,8312.0,0.314321235
118121.0,14982.0,20423.0,13.0,39735.0,1.628174885
4377.0,563.0,994.0,28.0,2102.0,0.145092465
30233.0,6358.0,8337.0,56.0,7990.0,1.517571144
2895.0,330.0,711.0,48.0,1028.0,0.052752184
197683.0,22050.0,22983.0,37.0,59708.0,2.132252143
221091.0,32929.0,37127.0,45.0,81061.0,3.000570009
19389.0,1550.0,4228.0,13.0,6896.0,0.267257159
41556.0,2079.0,6808.0,12.0,15424.0,0.423377361
4658.0,456.0,816.0,55.0,1637.0,0.106563474
3875.0,687.0,1113.0,46.0,1154.0,0.250358465
27943.0,2535.0,6355.0,18.0,10051.0,0.551186976
198627.0,26566.0,55450.0,39.0,80615.0,3.296448025
4909.0,545.0,1285.0,8.0,1396.0,0.076708997
50293.0,6934.0,11559.0,36.0,20622.0,0.427210557
180621.0,37535.0,40675.0,17.0,70240.0,2.650962634
19101.0,8676.0,4309.0,35.0,4783.0,0.373737967
30725.0,2727.0,6727.0,41.0,11250.0,0.447232965
207346.0,43968.0,55472.0,42.0,79715.0,3.221805317
1675.0,193.0,550.0,30.0,528.0,0.088298558
9872.0,1079.0,1157.0,2.0,3147.0,0.28112465
38601.0,10531.0,5887.0,56.0,9956.0,1.93761002
33406.0,5460.0,6409.0,20.0,11117.0,1.594856955
9378.0,1748.0,2512.0,20.0,3072.0,0.447721024
14908.0,1944.0,4508.0,19.0,5431.0,0.557371097
79115.0,12348.0,16036.0,56.0,24897.0,3.971244701
8064.0,642.0,2130.0,47.0,3470.0,0.136980595
173588.0,22425.0,37993.0,26.0,65127.0,2.500688731
22628.0,2507.0,4799.0,28.0,9851.0,0.750091913
4286.0,726.0,1037.0,8.0,1153.0,0.066973877
18240.0,4406.0,5047.0,42.0,6392.0,0.283418677
154141.0,29799.0,39067.0,26.0,55594.0,2.22053749
15596.0,1936.0,4021.0,17.0,5795.0,0.228901475
5505.0,810.0,1761.0,46.0,1989.0,0.355670541
32594.0,4072.0,3964.0,20.0,10137.0,1.55609075
29989.0,4740.0,7305.0,48.0,10132.0,0.546454313
351713.0,74044.0,45623.0,49.0,80229.0,6.00818448
25549.0,3175.0,5890.0,21.0,10406.0,0.60035892
58402.0,5574.0,14290.0,21.0,27382.0,1.372349668
2690.0,466.0,712.0,49.0,763.0,0.045952286
52460.0,6055.0,8008.0,32.0,15710.0,0.760692752
10124.0,1264.0,2904.0,19.0,3941.0,0.378509859
162124.0,14604.0,21622.0,48.0,54750.0,2.954195175
47240.0,6928.0,12601.0,21.0,20237.0,1.11006127
88571.0,12510.0,18624.0,29.0,33720.0,1.763771592
10715.0,953.0,3145.0,1.0,5115.0,0.221408257
50031.0,4799.0,12746.0,48.0,20999.0,0.911656132
19572.0,1711.0,4548.0,22.0,8662.0,0.663603133
18504.0,2065.0,4252.0,29.0,6917.0,0.368482117
32835.0,6714.0,10333.0,35.0,10019.0,0.642463019
259201.0,73505.0,49212.0,27.0,69284.0,5.866597198
4686.0,611.0,1322.0,31.0,1654.0,0.225887746
24943.0,1615.0,5493.0,29.0,10112.0,0.496706087
655.0,93.0,259.0,35.0,274.0,0.012815997
15000.0,2091.0,4846.0,37.0,5682.0,0.161793286
57835.0,12308.0,8714.0,39.0,19370.0,0.959839657
967612.0,320897.0,214443.0,36.0,275519.0,8.219316046
93152.0,21203.0,19251.0,21.0,33799.0,2.188916754
2761581.0,553997.0,563748.0,12.0,841621.0,28.13530837
36552.0,4028.0,8504.0,48.0,14206.0,0.666044152
1769.0,364.0,514.0,38.0,630.0,0.090768435
21332.0,4131.0,6829.0,27.0,7002.0,0.482815465
10362.0,1334.0,4705.0,26.0,4564.0,0.149273778
166614.0,21270.0,37797.0,37.0,65017.0,1.797135103
24440.0,2880.0,5694.0,32.0,8598.0,0.3543906
105424.0,13240.0,41387.0,12.0,44391.0,1.074071972
5420.0,788.0,1719.0,20.0,1906.0,0.258759645
17171.0,1405.0,3982.0,28.0,7032.0,0.569198702
22698.0,2581.0,6116.0,37.0,9066.0,0.2448256
980.0,52.0,156.0,49.0,313.0,0.016740981
40085.0,4821.0,9523.0,36.0,15374.0,0.340499378
37480.0,4145.0,9809.0,5.0,13982.0,1.094370111
29094.0,4058.0,8634.0,54.0,13406.0,0.902223463
13632.0,1987.0,1663.0,38.0,4054.0,0.699465975
76397.0,26564.0,22611.0,51.0,24354.0,0.861045225
7671.0,489.0,851.0,2.0,2504.0,0.218446839
10231.0,1223.0,2798.0,40.0,4313.0,0.324334105
4212.0,460.0,1604.0,17.0,1774.0,0.061819249
71671.0,7111.0,11300.0,21.0,27396.0,1.684149054
7182.0,721.0,2206.0,5.0,3112.0,0.209705607
21229.0,2881.0,5172.0,48.0,8188.0,0.386831125
14971.0,2147.0,3421.0,56.0,4919.0,0.751482076
14653.0,1972.0,3661.0,20.0,5555.0,0.699558132
2869.0,499.0,1067.0,38.0,1154.0,0.147210085
892697.0,234993.0,201242.0,9.0,263554.0,7.995796975
71375.0,13686.0,16604.0,12.0,25369.0,0.7271768
16806.0,1767.0,4545.0,40.0,7041.0,0.532768935
91083.0,10808.0,24903.0,42.0,34681.0,1.415275403
11372.0,773.0,2515.0,41.0,3923.0,0.165530782
25083.0,5163.0,6208.0,13.0,7556.0,0.345743015
164044.0,24204.0,21365.0,13.0,51513.0,2.261175581
50251.0,12144.0,12065.0,24.0,15345.0,0.41579799
2231647.0,347159.0,405618.0,32.0,754963.0,32.35984935
112664.0,23164.0,18983.0,24.0,40757.0,0.932229503
13994.0,1839.0,3649.0,48.0,5346.0,0.254996221
448273.0,74687.0,99386.0,42.0,137789.0,6.965402442
136349.0,24210.0,22152.0,27.0,38764.0,3.086040028
10023.0,1464.0,2723.0,28.0,4288.0,0.332250806
7824.0,1858.0,1439.0,8.0,2221.0,0.122259358
39921.0,2464.0,7520.0,13.0,13392.0,0.550269381
79388.0,8481.0,21111.0,42.0,33866.0,1.23355493
55626.0,7259.0,14999.0,17.0,20084.0,0.816419173
277097.0,57927.0,61034.0,42.0,88350.0,4.305617605
76493.0,17288.0,19389.0,33.0,25593.0,1.578968166
874759.0,149504.0,192977.0,26.0,309434.0,12.60167739
29189.0,6085.0,6652.0,51.0,10236.0,0.328979529
8903.0,609.0,2374.0,45.0,4119.0,0.120828414
792582.0,161750.0,140665.0,40.0,266544.0,25.12573296
13257.0,1048.0,3211.0,21.0,6252.0,0.311517406
22061.0,3642.0,5000.0,5.0,7859.0,0.644154189
323780.0,88572.0,55235.0,21.0,108765.0,7.608290391
16320.0,1679.0,4245.0,29.0,5824.0,0.324990712
153207.0,28155.0,35763.0,8.0,42033.0,2.394042627
3977.0,560.0,1112.0,31.0,1388.0,0.191710535
22752.0,4483.0,7345.0,51.0,8784.0,0.256430239
3093.0,525.0,974.0,20.0,1144.0,0.147664867
19759.0,1457.0,2912.0,53.0,5287.0,0.241232307
4989.0,549.0,1693.0,27.0,1868.0,0.11291798
621354.0,195373.0,142622.0,34.0,180828.0,5.719359445
41239.0,3521.0,8720.0,5.0,17794.0,1.204128309
314305.0,50460.0,48279.0,8.0,83464.0,4.911391567
30785.0,4456.0,7781.0,55.0,10163.0,0.704284357
77036.0,13702.0,18408.0,53.0,24237.0,0.940511766
230163.0,66902.0,52232.0,36.0,72631.0,1.955104359
5527.0,815.0,1687.0,31.0,2241.0,0.266427992
86934.0,11566.0,22393.0,45.0,36586.0,1.179837954
28823.0,3431.0,7914.0,54.0,13121.0,0.89381958
24015.0,2098.0,4145.0,16.0,7079.0,0.616047242
1243857.0,279259.0,297844.0,39.0,445409.0,20.64326578
13746.0,861.0,3871.0,48.0,6051.0,0.250477208
41260.0,4695.0,9637.0,48.0,15425.0,0.751832504
38458.0,3821.0,9126.0,29.0,15184.0,0.765839021
55655.0,5144.0,14110.0,37.0,22361.0,0.600307022
225909.0,49199.0,45693.0,19.0,71501.0,8.446146169
763.0,138.0,232.0,38.0,270.0,0.039149981
811.0,318.0,329.0,8.0,240.0,0.012672845
49090.0,7842.0,12932.0,17.0,17991.0,0.720490728
26321.0,1858.0,6066.0,21.0,11641.0,0.618499634
28558.0,3231.0,6047.0,8.0,8302.0,0.446252908
14520.0,2047.0,4258.0,45.0,5948.0,0.19706038
2303.0,353.0,770.0,8.0,693.0,0.03598713
76796.0,17308.0,16261.0,29.0,26221.0,1.529288404
1903.0,235.0,723.0,38.0,683.0,0.097644054
109864.0,26474.0,27978.0,36.0,34020.0,0.933232471
25735.0,2714.0,4684.0,28.0,12094.0,0.853085353
10627.0,901.0,2751.0,1.0,4769.0,0.219589879
28999.0,6154.0,7904.0,50.0,8919.0,0.648230318
26111.0,3319.0,6712.0,20.0,9773.0,1.246581751
1955.0,275.0,704.0,31.0,723.0,0.094240406
44887.0,4264.0,10922.0,37.0,19038.0,0.484161015
11573.0,1204.0,2897.0,37.0,4636.0,0.124828913
40011.0,5773.0,9579.0,27.0,13012.0,0.905584548
43724.0,7163.0,14018.0,6.0,14232.0,0.396817204
16867.0,3110.0,5564.0,13.0,6805.0,0.232494017
3758.0,557.0,1232.0,27.0,1339.0,0.085056278
17603.0,2623.0,4083.0,29.0,6339.0,0.350539921
2920.0,336.0,737.0,30.0,847.0,0.153929427
309176.0,89911.0,69798.0,33.0,97555.0,6.382009616
20388.0,1546.0,5162.0,21.0,8780.0,0.479084022
37147.0,4634.0,9289.0,19.0,13023.0,1.388829094
2632.0,342.0,885.0,31.0,1050.0,0.126875063
179349.0,33286.0,34353.0,12.0,66726.0,1.827228469
33044.0,3349.0,7787.0,47.0,13915.0,0.561307886
2962.0,369.0,771.0,48.0,1084.0,0.053973046
1392.0,232.0,375.0,46.0,463.0,0.089935221
3216.0,563.0,956.0,38.0,1163.0,0.16501486
7644.0,1019.0,2064.0,40.0,2736.0,0.242323321
47532.0,4481.0,9969.0,18.0,15830.0,0.937587924
9483.0,709.0,1631.0,4.0,2918.0,0.109750119
36501.0,8785.0,9885.0,37.0,12743.0,0.393707782
4968.0,715.0,1529.0,19.0,1799.0,0.185740516
2508.0,284.0,935.0,20.0,1045.0,0.119736013
45063.0,5696.0,9825.0,28.0,18852.0,1.4937861
26215.0,2470.0,6294.0,13.0,9557.0,0.361346455
31166.0,3588.0,10169.0,26.0,12279.0,0.448973806
76456.0,8710.0,17086.0,35.0,28249.0,1.49596932
12456.0,1526.0,3202.0,17.0,4872.0,0.182815899
653786.0,148413.0,115828.0,26.0,198319.0,9.418365802
1101.0,235.0,429.0,6.0,397.0,0.009992127
8810.0,974.0,2327.0,27.0,3136.0,0.199400162
3424.0,604.0,1075.0,30.0,1103.0,0.180498068
597555.0,217617.0,110038.0,20.0,155375.0,28.52825085
12037.0,1287.0,3264.0,29.0,4439.0,0.239700564
14309.0,849.0,1355.0,46.0,4867.0,0.924484973
5816.0,824.0,1606.0,38.0,2276.0,0.298422397
16558.0,1363.0,4139.0,47.0,7147.0,0.281265463
21764.0,7111.0,8279.0,26.0,8032.0,0.313529677
39985.0,6220.0,7891.0,40.0,13009.0,1.267569075
50885.0,8441.0,11175.0,17.0,18525.0,0.746835826
50574.0,5253.0,13866.0,37.0,22738.0,0.545502243
73657.0,9639.0,12771.0,5.0,25439.0,2.150694217
22628.0,3786.0,5038.0,51.0,7765.0,0.255032676
187888.0,46776.0,44846.0,42.0,65463.0,2.919460985
33370.0,3323.0,7509.0,18.0,11567.0,0.658236746
414576.0,96025.0,68651.0,45.0,138891.0,5.626481006
676061.0,194212.0,109974.0,34.0,160832.0,6.222919407
329261.0,96491.0,65204.0,51.0,104968.0,3.710991425
38310.0,4021.0,9436.0,1.0,17157.0,0.79161459
54012.0,6159.0,13602.0,47.0,23374.0,0.917484612
8326.0,916.0,2133.0,5.0,3672.0,0.243109006
25095.0,3528.0,6126.0,19.0,8033.0,0.938236361
1748.0,237.0,582.0,20.0,597.0,0.083452373
2040.0,259.0,630.0,29.0,776.0,0.040623839
9097.0,1224.0,3126.0,26.0,3778.0,0.131050334
56019.0,6413.0,14526.0,48.0,21537.0,1.020768421
1050114.0,352847.0,159840.0,13.0,271695.0,14.47472711
26617.0,2635.0,7133.0,55.0,9596.0,0.608930867
20845.0,1883.0,5415.0,18.0,8272.0,0.411176056
2607.0,288.0,455.0,20.0,920.0,0.124462434
103718.0,19204.0,22640.0,55.0,31092.0,2.372810295
39764.0,6868.0,10800.0,41.0,13448.0,0.578804609
266784.0,62745.0,63495.0,9.0,83626.0,2.389557375
167207.0,31138.0,37939.0,15.0,44759.0,2.589635556
14604.0,1181.0,4162.0,39.0,6606.0,0.242370508
68700.0,18118.0,16327.0,30.0,19433.0,3.62155878
943823.0,303918.0,197334.0,9.0,231953.0,8.4537274
18432.0,2172.0,4816.0,8.0,6010.0,0.288022047
38463.0,8199.0,8978.0,17.0,12120.0,0.564518942
181111.0,47270.0,50170.0,9.0,49137.0,1.622192957
187365.0,36004.0,35410.0,55.0,53418.0,4.286445949
70116.0,8089.0,15510.0,18.0,27659.0,1.383066458
79604.0,9161.0,20549.0,53.0,26645.0,0.971863786
36803.0,6094.0,8393.0,27.0,11351.0,0.832976635
4555.0,829.0,1646.0,56.0,1379.0,0.228642098
65456.0,9871.0,16359.0,42.0,23755.0,1.017075269
121436.0,34502.0,18450.0,20.0,34659.0,5.797552812
3221.0,589.0,778.0,2.0,978.0,0.091724321
16898.0,1344.0,4308.0,47.0,7621.0,0.287040935
68461.0,9216.0,14853.0,28.0,27496.0,2.269402618
33830.0,3454.0,6124.0,48.0,12481.0,0.616444344
54401.0,9701.0,12413.0,20.0,19408.0,2.597192517
13275.0,944.0,3480.0,1.0,5575.0,0.274306544
6191.0,642.0,1749.0,19.0,2307.0,0.231465284
17556.0,2166.0,5374.0,19.0,6267.0,0.656372885
28875.0,3187.0,7221.0,48.0,11269.0,0.5261552
6272.0,572.0,2045.0,13.0,2888.0,0.086452984
7027.0,780.0,1519.0,48.0,2359.0,0.128044765
289195.0,63823.0,56014.0,13.0,89155.0,3.98625169
57511.0,8891.0,13935.0,36.0,20797.0,0.48852338
6021.0,822.0,1742.0,27.0,2043.0,0.136275638
4165.0,392.0,665.0,46.0,1565.0,0.269094969
153902.0,30215.0,29151.0,28.0,55615.0,5.10167251
25571.0,2590.0,6773.0,29.0,11141.0,0.509211857
6054.0,694.0,1620.0,29.0,2295.0,0.120557216
60115.0,9243.0,13167.0,37.0,22123.0,0.648413559
32461.0,4225.0,6317.0,12.0,11336.0,0.330716443
5575.0,427.0,1155.0,32.0,1823.0,0.080839918
73952.0,8628.0,21498.0,42.0,31878.0,1.149088706
15673.0,1032.0,2754.0,48.0,5876.0,0.285590665
28666.0,3154.0,6536.0,39.0,12215.0,0.475745891
5191.0,616.0,1286.0,48.0,1950.0,0.094589494
8897.0,1773.0,2000.0,40.0,3101.0,0.282044818
8313.0,999.0,2185.0,29.0,3062.0,0.165542144
6050.0,795.0,1565.0,16.0,1840.0,0.155198243
752660.0,84486.0,123774.0,6.0,238078.0,6.830766555
48518.0,7714.0,9425.0,21.0,18183.0,1.14009214
8232.0,816.0,2707.0,48.0,3730.0,0.150002064
33615.0,3118.0,8501.0,1.0,14836.0,0.69459996
2233163.0,790809.0,386511.0,53.0,543692.0,27.26408533
229286.0,43262.0,71832.0,10.0,84095.0,1.659481105
11277.0,1650.0,3290.0,27.0,3706.0,0.255236734
26575.0,2592.0,5831.0,13.0,8970.0,0.36630868
19278.0,1965.0,7360.0,29.0,8280.0,0.383895279
447138.0,54794.0,100086.0,4.0,177148.0,5.17488649
55933.0,11397.0,15643.0,42.0,21072.0,0.869103994
16811.0,1254.0,4039.0,5.0,7057.0,0.490860617
8018.0,920.0,2195.0,5.0,3338.0,0.234115783
12306.0,903.0,3343.0,47.0,5062.0,0.209038096
43018.0,4826.0,12150.0,54.0,20328.0,1.334015567
31490.0,4854.0,9959.0,23.0,12073.0,0.79995278
58140.0,17339.0,15091.0,50.0,16059.0,1.299634839
66893.0,6368.0,12717.0,48.0,22807.0,1.218912547
179914.0,34023.0,30269.0,37.0,62692.0,1.940591817
5277.0,452.0,1436.0,5.0,2203.0,0.154081939
4757.0,632.0,1486.0,29.0,1808.0,0.094729217
28543.0,2685.0,6493.0,28.0,12527.0,0.946167291
131730.0,20583.0,39200.0,42.0,48705.0,2.046860872
7136.0,1091.0,1303.0,51.0,2374.0,0.080427487
948201.0,191885.0,173173.0,55.0,305086.0,21.69248437
799767.0,185092.0,146732.0,34.0,247681.0,7.361592498
95273.0,22191.0,18957.0,38.0,30982.0,4.888513927
15763.0,2360.0,4167.0,17.0,5803.0,0.231352523
61607.0,8235.0,11885.0,31.0,20472.0,2.969753813
8253.0,940.0,2671.0,35.0,3129.0,0.161481568
40434.0,4490.0,12297.0,55.0,15102.0,0.925029517
11041.0,2435.0,3660.0,16.0,3510.0,0.283230381
26804.0,6508.0,9675.0,48.0,10293.0,0.4884178
16193.0,2208.0,3518.0,20.0,6061.0,0.773080245
98682.0,25502.0,28522.0,37.0,30214.0,1.06440567
35350.0,5390.0,4852.0,38.0,10864.0,1.813829388
38754.0,3990.0,9346.0,39.0,14809.0,0.643168083
3185968.0,857638.0,598030.0,6.0,795595.0,28.91425565
107386.0,16918.0,22306.0,18.0,39450.0,2.118232281
64389.0,8445.0,21217.0,41.0,26286.0,0.937246001
20154.0,3070.0,5287.0,19.0,6403.0,0.753505305
19808.0,1807.0,5012.0,48.0,8172.0,0.360937912
102106.0,20694.0,24545.0,30.0,28882.0,5.382574684
682.0,122.0,316.0,31.0,231.0,0.032875681
13057.0,2824.0,3478.0,46.0,4315.0,0.843594961
2464.0,329.0,491.0,49.0,669.0,0.04209161
660.0,124.0,213.0,31.0,228.0,0.031815175
8406.0,998.0,2461.0,54.0,3686.0,0.260675412
9911.0,1564.0,2709.0,27.0,3516.0,0.224319524
1383.0,204.0,370.0,8.0,402.0,0.021611029
2059.0,697.0,481.0,2.0,583.0,0.058634082
2294.0,483.0,743.0,38.0,844.0,0.117706496
26092.0,2333.0,6143.0,21.0,12191.0,0.613118515
19252.0,1541.0,4266.0,13.0,7334.0,0.265368757
40408.0,6092.0,10185.0,16.0,14293.0,1.03657035
33839.0,3836.0,8739.0,54.0,14619.0,1.049368934
541918.0,121428.0,126698.0,39.0,196517.0,8.993764801
6579.0,929.0,1527.0,46.0,2166.0,0.425060216
11069.0,1032.0,2806.0,13.0,4759.0,0.152574629
19434.0,2841.0,4254.0,56.0,5404.0,0.975506156
138159.0,21471.0,30487.0,45.0,53166.0,1.875045804
11881.0,1508.0,3267.0,56.0,3890.0,0.596376898
36778.0,6026.0,9238.0,51.0,13954.0,0.414512629
3839.0,495.0,1176.0,48.0,1509.0,0.069953587
36219.0,7041.0,8122.0,26.0,11561.0,0.521766742
331164.0,124687.0,67698.0,34.0,87613.0,3.048255827
8726.0,1701.0,3144.0,46.0,3292.0,0.563774958
17471.0,3197.0,6311.0,6.0,5686.0,0.158558077
32208.0,3972.0,7164.0,18.0,11067.0,0.635315826
916.0,126.0,294.0,31.0,354.0,0.044155607
7912.0,685.0,2004.0,13.0,3182.0,0.109058675
3947.0,422.0,1111.0,29.0,1445.0,0.078599163
2005.0,445.0,587.0,20.0,748.0,0.095721972
128754.0,33688.0,74936.0,12.0,59485.0,1.311760725
58856.0,4436.0,13785.0,37.0,23706.0,0.634833709
26748.0,2732.0,7582.0,51.0,11068.0,0.301467828
2356.0,292.0,760.0,31.0,810.0,0.113570536
8297.0,519.0,1451.0,13.0,3083.0,0.114365498
896764.0,85752.0,130831.0,6.0,292189.0,8.138582546
15126.0,1382.0,3700.0,21.0,7324.0,0.355435791
86081.0,10943.0,16621.0,16.0,25128.0,2.20820165
8611.0,746.0,2148.0,13.0,3539.0,0.118693661
60155.0,8301.0,16090.0,39.0,22660.0,0.998342778
120422.0,17447.0,20343.0,40.0,44780.0,3.817511645
20705.0,2045.0,4726.0,13.0,8907.0,0.285396847
66470.0,18211.0,11255.0,21.0,23714.0,1.561934222
274765.0,22051.0,40383.0,6.0,90230.0,2.493630022
109541.0,13311.0,18455.0,13.0,39144.0,1.509908527
37830.0,4397.0,10126.0,55.0,13096.0,0.865456463
45164.0,6405.0,12648.0,55.0,15288.0,1.033240172
25642.0,3999.0,5969.0,19.0,8847.0,0.958687259
163694.0,27891.0,27355.0,48.0,56504.0,2.98280344
35634.0,9344.0,9471.0,23.0,11222.0,0.905224431
16800.0,2368.0,5761.0,23.0,6671.0,0.426776967
39639.0,5498.0,8584.0,37.0,14947.0,0.427554937
8743.0,1054.0,2477.0,29.0,3312.0,0.174105012
50159.0,9666.0,9760.0,55.0,14168.0,1.147513369
15604.0,1291.0,4038.0,28.0,6740.0,0.517254473
10008.0,799.0,1151.0,2.0,3229.0,0.284997518
33683.0,3179.0,7297.0,47.0,13531.0,0.572162375
70741.0,11075.0,16269.0,45.0,26805.0,0.960072201
13824.0,1505.0,3371.0,1.0,5616.0,0.285650747
11139.0,1890.0,4115.0,37.0,4576.0,0.120147694
816684.0,203222.0,169087.0,39.0,279927.0,13.55382883
4190.0,681.0,1353.0,31.0,1423.0,0.20197816
14436.0,1121.0,3727.0,28.0,6361.0,0.478536629
106222.0,16425.0,25472.0,39.0,36363.0,1.762878673
15841.0,2192.0,4077.0,51.0,5926.0,0.178538652
12668.0,1277.0,3332.0,40.0,5275.0,0.401589722
21780.0,1459.0,3309.0,20.0,7010.0,1.039812743
24574.0,9578.0,4687.0,51.0,6061.0,0.276965396
102539.0,15047.0,20666.0,19.0,32057.0,3.833664803
18794.0,2564.0,3154.0,21.0,6782.0,0.441627678
6900.0,537.0,2254.0,5.0,3081.0,0.201471552
39531.0,6236.0,9748.0,56.0,12223.0,1.984292161
12444.0,1757.0,3383.0,20.0,4872.0,0.594096867
7885.0,1220.0,2206.0,56.0,2285.0,0.39579428
9928.0,1126.0,3384.0,48.0,4457.0,0.18090628
787858.0,217907.0,107897.0,48.0,192056.0,14.35621069
5761.0,883.0,1699.0,31.0,1987.0,0.277707918
31129.0,4287.0,5398.0,48.0,10851.0,0.567227194
3870.0,495.0,1148.0,38.0,1401.0,0.198571987
9813.0,1751.0,2292.0,56.0,2704.0,0.49257188
55387.0,6153.0,13434.0,28.0,21175.0,1.836014706
98976.0,18845.0,20072.0,56.0,30961.0,4.968184485
11879.0,783.0,2692.0,13.0,4390.0,0.163739635
29036.0,4338.0,5338.0,40.0,10911.0,0.920473569
13918.0,2343.0,2951.0,2.0,4909.0,0.396342472
263378.0,51205.0,49706.0,55.0,77979.0,6.025434638
10143.0,718.0,2421.0,21.0,4756.0,0.238343596
18717.0,2893.0,4867.0,20.0,7180.0,0.893580124
13772.0,2618.0,3577.0,31.0,5085.0,0.663876662
32251.0,3057.0,7881.0,45.0,12630.0,0.437699334
4292.0,504.0,1200.0,51.0,1814.0,0.048373707
14940.0,933.0,3196.0,12.0,6201.0,0.152210457
6150.0,1056.0,1776.0,20.0,2133.0,0.293611036
19816.0,865.0,3334.0,48.0,7605.0,0.361083686
76931.0,9030.0,16764.0,39.0,32048.0,1.276760174
23047.0,1894.0,6065.0,18.0,10018.0,0.454611396
34120.0,3973.0,10489.0,51.0,13902.0,0.384555193
17032.0,2599.0,4147.0,17.0,6371.0,0.249977553
19596.0,2096.0,5647.0,48.0,7509.0,0.357074885
20952.0,1891.0,6773.0,26.0,9202.0,0.301832098
10020.0,1464.0,2385.0,8.0,2622.0,0.156574485
14250.0,3076.0,2723.0,6.0,4155.0,0.129325889
542364.0,176044.0,93985.0,55.0,126913.0,12.40794156
27052.0,3478.0,6610.0,45.0,11703.0,0.367140317
24263.0,2853.0,7579.0,55.0,8974.0,0.555077192
19351.0,1580.0,4776.0,45.0,8411.0,0.262625029
12690.0,1573.0,3778.0,19.0,4942.0,0.474445883
18743.0,2735.0,3425.0,35.0,6323.0,0.366733192
2612.0,436.0,882.0,20.0,922.0,0.124701143
100657.0,24403.0,14954.0,48.0,30252.0,1.83415425
61833.0,9188.0,16310.0,36.0,23096.0,0.525236323
27828.0,2782.0,6262.0,6.0,9425.0,0.252553041
55976.0,5785.0,14708.0,37.0,23582.0,0.603769398
14668.0,1251.0,3990.0,40.0,6202.0,0.464991952
70562.0,11159.0,11665.0,26.0,24316.0,1.016508044
21068.0,1692.0,5261.0,13.0,8793.0,0.290400424
25631.0,3315.0,5593.0,20.0,9398.0,1.223665767
28719.0,2160.0,7726.0,48.0,12311.0,0.523312595
350518.0,102473.0,67199.0,8.0,69465.0,5.477263007
8665.0,878.0,2497.0,20.0,3346.0,0.41368124
1952.0,432.0,630.0,30.0,667.0,0.102900768
37517.0,5462.0,8659.0,26.0,15789.0,0.54046558
23963.0,1895.0,6445.0,35.0,8930.0,0.468869844
17634.0,1749.0,4887.0,16.0,5709.0,0.452357987
62447.0,14202.0,10854.0,28.0,20956.0,2.070045504
22663.0,3093.0,4689.0,21.0,9420.0,0.53254273
102985.0,27998.0,18623.0,29.0,28000.0,2.050806894
19150.0,2088.0,4591.0,29.0,6908.0,0.381346332
11693.0,833.0,2589.0,16.0,4248.0,0.299955878
118230.0,25718.0,24464.0,55.0,34625.0,2.70480882
313888.0,48449.0,63159.0,45.0,104525.0,4.259978557
8566.0,1369.0,2755.0,56.0,2764.0,0.429977654
10658.0,2415.0,3602.0,27.0,3702.0,0.241226666
12715.0,1376.0,3148.0,21.0,5148.0,0.298781309
261059.0,48663.0,54566.0,17.0,98490.0,3.831545913
370200.0,68439.0,57101.0,48.0,119229.0,6.745719657
10003.0,1232.0,2863.0,19.0,3634.0,0.373985986
85219.0,17267.0,20679.0,13.0,27421.0,1.174655104
6050.0,709.0,1705.0,29.0,2193.0,0.120477562
13295.0,2285.0,3779.0,51.0,5246.0,0.149843531
49437.0,6049.0,8363.0,35.0,16791.0,0.967304532
28015.0,4085.0,6325.0,46.0,9084.0,1.810010938
36973.0,9325.0,9459.0,50.0,9952.0,0.826477449
